ogr_appellation;rome_code;libelle_appellation_long;libelle_appellation_court
16624;H2206;Menuisier naval embarqué / Menuisière navale embarquée;Menuisier naval embarqué / Menuisière navale embarquée
16628;H2206;Menuisier-agenceur / Menuisière-agenceuse de cuisines ou de salles de bains;Menuisier-agenceur / Menuisière-agenceuse cuisine salle bain
16630;H2206;Menuisier-maquettiste / Menuisière-maquettiste;Menuisier-maquettiste / Menuisière-maquettiste
18215;H2206;Prototypiste bois;Prototypiste bois
20365;H2206;Tonnelier / Tonnelière de fabrication;Tonnelier / Tonnelière de fabrication
20366;H2206;Tonnelier réparateur / Tonnelière réparatrice;Tonnelier réparateur / Tonnelière réparatrice
20399;H2206;Traceur / Traceuse en menuiserie;Traceur / Traceuse en menuiserie
11497;H2207;Bâtonnier / Bâtonnière d'art;Bâtonnier / Bâtonnière d'art
14541;H2207;Ébéniste;Ébéniste
14542;H2207;Ébéniste d'art;Ébéniste d'art
14543;H2207;Ébéniste-marqueteur / Ébéniste-marqueteuse;Ébéniste-marqueteur / Ébéniste-marqueteuse
14544;H2207;Ébéniste-menuisier / Ébéniste-menuisière;Ébéniste-menuisier / Ébéniste-menuisière
15038;H2207;Façonnier / Façonnière de meubles en bois et matériaux associés;Façonnier(ère) de meubles en bois et matériaux associés
16620;H2207;Menuisier / Menuisière en meubles;Menuisier / Menuisière en meubles
16621;H2207;Menuisier / Menuisière en sièges;Menuisier / Menuisière en sièges
16629;H2207;Menuisier-ébéniste / Menuisière-ébéniste;Menuisier-ébéniste / Menuisière-ébéniste
17488;H2207;Ouvrier / Ouvrière ébéniste;Ouvrier / Ouvrière ébéniste
19221;H2207;Restaurateur / Restauratrice de meubles;Restaurateur / Restauratrice de meubles
19222;H2207;Restaurateur / Restauratrice de meubles anciens;Restaurateur / Restauratrice de meubles anciens
11552;H2208;Boisselier / Boisselière;Boisselier / Boisselière
14822;H2208;Encadreur / Encadreuse;Encadreur / Encadreuse
15025;H2208;Fabricant / Fabricante de jouets en bois;Fabricant / Fabricante de jouets en bois
15042;H2208;Façonnier / Façonnière d'ouvrages décoratifs en bois et matériaux associés;Façonnier(ère) ouvrages décoratifs bois, matériaux associés
16367;H2208;Maquettiste de modèles réduits en bois;Maquettiste de modèles réduits en bois
16414;H2208;Marqueteur / Marqueteuse;Marqueteur / Marqueteuse
16415;H2208;Marqueteur / Marqueteuse de paille;Marqueteur / Marqueteuse de paille
16945;H2208;Nacreur / Nacreuse;Nacreur / Nacreuse
16946;H2208;Nacrier / Nacrière;Nacrier / Nacrière
17789;H2208;Pipier / Pipière sur bois;Pipier / Pipière sur bois
19233;H2208;Restaurateur / Restauratrice d'ouvrages décoratifs en bois;Restaurateur / Restauratrice d'ouvrages décoratifs en bois
19296;H2208;Sabotier / Sabotière;Sabotier / Sabotière
19341;H2208;Sculpteur / Sculptrice statuaire bois;Sculpteur / Sculptrice statuaire bois
19342;H2208;Sculpteur / Sculptrice sur bois;Sculpteur / Sculptrice sur bois
19337;H2208;Sculpteur modeleur / Sculptrice modeleuse sur bois;Sculpteur modeleur / Sculptrice modeleuse sur bois
19615;H2208;Tabletier / Tabletière;Tabletier / Tabletière
20377;H2208;Tourneur / Tourneuse sur bois;Tourneur / Tourneuse sur bois
10415;H2209;Agent / Agente de contrôle de montage sur bois;Agent / Agente de contrôle de montage sur bois
10545;H2209;Agent / Agente de planification en industrie du bois;Agent / Agente de planification en industrie du bois
10696;H2209;Agent / Agente des méthodes en industrie du bois;Agent / Agente des méthodes en industrie du bois
14019;H2209;Dessinateur / Dessinatrice de charpentes en bois;Dessinateur / Dessinatrice de charpentes en bois
14021;H2209;Dessinateur / Dessinatrice de maisons à ossature bois;Dessinateur / Dessinatrice de maisons à ossature bois
14026;H2209;Dessinateur / Dessinatrice de structures en bois;Dessinateur / Dessinatrice de structures en bois
14043;H2209;Dessinateur / Dessinatrice en agencement;Dessinateur / Dessinatrice en agencement
14045;H2209;Dessinateur / Dessinatrice en ameublement;Dessinateur / Dessinatrice en ameublement
14061;H2209;Dessinateur / Dessinatrice en industrie du bois;Dessinateur / Dessinatrice en industrie du bois
14068;H2209;Dessinateur / Dessinatrice en menuiserie;Dessinateur / Dessinatrice en menuiserie
14082;H2209;Dessinateur / Dessinatrice gabarits bois;Dessinateur / Dessinatrice gabarits bois
14093;H2209;Dessinateur-métreur / Dessinatrice-métreuse bois;Dessinateur-métreur / Dessinatrice-métreuse bois
14094;H2209;Dessinateur-métreur / Dessinatrice-métreuse charpente;Dessinateur-métreur / Dessinatrice-métreuse charpente
14099;H2209;Dessinateur-projeteur / Dessinatrice-projeteuse de charpentes en bois;Dessinateur(trice)-projeteur(se) de charpentes en bois
14100;H2209;Dessinateur-projeteur / Dessinatrice-projeteuse de maisons à ossature bois;Dessinateur(rice)-projeteur(se) de maisons à ossature bois
14103;H2209;Dessinateur-projeteur / Dessinatrice-projeteuse de structures en bois;Dessinateur(trice)-projeteur(se) de structures en bois
14106;H2209;Dessinateur-projeteur / Dessinatrice-projeteuse en agencement;Dessinateur-projeteur/Dessinatrice-projeteuse en agencement
14107;H2209;Dessinateur-projeteur / Dessinatrice-projeteuse en ameublement;Dessinateur-projeteur/Dessinatrice-projeteuse en ameublement
14125;H2209;Dessinateur-projeteur / Dessinatrice-projeteuse en menuiserie;Dessinateur-projeteur/Dessinatrice-projeteuse en menuiserie
14097;H2209;Dessinateur-projeteur calculateur / Dessinatrice-projeteuse calculatrice de structure bois;Dessinateur(trice)-projeteur(se) structure bois
19677;H2209;Technicien / Technicienne bois;Technicien / Technicienne bois
19678;H2209;Technicien / Technicienne bois pour machine à commande numérique;Technicien(ne) bois pour machine à commande numérique
19701;H2209;Technicien / Technicienne contrôle-qualité en industrie du bois;Technicien(ne) contrôle-qualité en industrie du bois
19749;H2209;Technicien / Technicienne de développement en industrie du bois;Technicien(ne) de développement en industrie du bois
19771;H2209;Technicien / Technicienne de fabrication-production en industrie du bois;Technicien(ne) de fabrication-production en ind du bois
19890;H2209;Technicien / Technicienne de planification en industrie du bois;Technicien(ne) de planification en industrie du bois
19947;H2209;Technicien / Technicienne des industries de l'ameublement et du bois;Technicien(ne) des inds de l'ameublement et du bois
19962;H2209;Technicien / Technicienne d'études en industrie du bois;Technicien / Technicienne d'études en industrie du bois
19966;H2209;Technicien / Technicienne d'études-recherche-développement en industrie du bois;Technicien(ne) études-recherche-développement ind du bois
20180;H2209;Technicien / Technicienne lancement-ordonnancement en industrie du bois;Technicien(ne) lancement-ordonnancement en ind du bois
20198;H2209;Technicien / Technicienne méthodes en industrie du bois;Technicien / Technicienne méthodes en industrie du bois
20227;H2209;Technicien / Technicienne prototypiste bois;Technicien / Technicienne prototypiste bois
20394;H2209;Traceur / Traceuse de structures en bois;Traceur / Traceuse de structures en bois
38188;H2301;Aide opérateur / Aide opératrice en industrie de la cosmétoparfumerie;Aide opérateur(trice) en industrie de la cosmétoparfumerie
10884;H2301;Aide-opérateur / Aide-opératrice en industrie chimique;Aide-opérateur / Aide-opératrice en industrie chimique
12189;H2301;Chef de ligne en industrie pharmaceutique;Chef de ligne en industrie pharmaceutique
12212;H2301;Chef de poste en industrie chimique;Chef de poste en industrie chimique
12865;H2301;Conducteur / Conductrice d'appareils de fabrication en industrie pharmaceutique;Conducteur(trice) appareil fabrication en ind pharmaceutique
12868;H2301;Conducteur / Conductrice d'appareils des industries chimiques;Conducteur/Conductrice d'appareils des industries chimiques
12979;H2301;Conducteur / Conductrice de ligne automatisée en industrie chimique;Conducteur(trice) de ligne automatisée en industrie chimique
13260;H2301;Conducteur / Conductrice d'enrobage en industrie pharmaceutique;Conducteur(trice) d'enrobage en industrie pharmaceutique
13268;H2301;Conducteur / Conductrice d'équipements de stérilisation en industrie pharmaceutique;Conducteur(trice) équip stérilisation indus pharmaceutique
13284;H2301;Conducteur / Conductrice d'installation polyvalente en industrie chimique;Conducteur(trice) d'installation polyvalente en ind chimique
38189;H2301;Conducteur / Conductrice en industrie de la cosmétoparfumerie;Conducteur(trice) en industrie de la cosmétoparfumerie
17088;H2301;Opérateur / Opératrice de fabrication des industries chimiques;Opérateur/Opératrice de fabrication des industries chimiques
17090;H2301;Opérateur / Opératrice de fabrication en industrie pharmaceutique;Opérateur(trice) de fabrication en industrie pharmaceutique
17135;H2301;Opérateur / Opératrice de polymérisation;Opérateur / Opératrice de polymérisation
17342;H2301;Opérateur / Opératrice technique de production en industrie pharmaceutique;Opérateur(trice) technique de production ind pharmaceutique
17226;H2301;Opérateur extérieur / Opératrice extérieure en industrie chimique;Opérateur(trice) extérieur(e) en industrie chimique
17250;H2301;Opérateur polyvalent / Opératrice polyvalente en industrie chimique;Opérateur(trice) polyvalent(e) en industrie chimique
17773;H2301;Pilote d'installation des industries chimiques;Pilote d'installation des industries chimiques
17998;H2301;Préparateur / Préparatrice de liquides en industrie pharmaceutique;Préparateur(trice) de liquides en industrie pharmaceutique
18014;H2301;Préparateur / Préparatrice de solides en industrie pharmaceutique;Préparateur(trice) de solides en industrie pharmaceutique
18021;H2301;Préparateur / Préparatrice d'effervescents en industrie pharmaceutique;Préparateur(trice) d'effervescents industrie pharmaceutique
18022;H2301;Préparateur / Préparatrice d'injectables en industrie pharmaceutique;Préparateur(trice) d'injectables en industrie pharmaceutique
38190;H2301;Préparateur / Préparatrice en industrie de la cosmétoparfumerie;Préparateur(trice) en industrie de la cosmétoparfumerie
19281;H2301;Rondier polyvalent / Rondière polyvalente en industrie chimique;Rondier(ère) polyvalent(e) en industrie chimique
19612;H2301;Tableautiste en industrie chimique;Tableautiste en industrie chimique
19761;H2301;Technicien / Technicienne de fabrication en industrie chimique;Technicien/Technicienne de fabrication en industrie chimique
19764;H2301;Technicien / Technicienne de fabrication en industrie pharmaceutique;Technicien(ne) de fabrication en industrie pharmaceutique
19899;H2301;Technicien / Technicienne de procédés en industrie chimique;Technicien / Technicienne de procédés en industrie chimique
19910;H2301;Technicien / Technicienne de production en industrie chimique;Technicien/Technicienne de production en industrie chimique
19912;H2301;Technicien / Technicienne de production en industrie pharmaceutique;Technicien(ne) de production en industrie pharmaceutique
38191;H2301;Technicien / Technicienne en industrie de la cosmétoparfumerie;Technicien(ne) en industrie de la cosmétoparfumerie
10326;H2401;Afficheur / Afficheuse semelle;Afficheur / Afficheuse semelle
11557;H2401;Bordeur / Bordeuse cuir;Bordeur / Bordeuse cuir
11677;H2401;Cardeur verreur / Cardeuse verreuse;Cardeur verreur / Cardeuse verreuse
12650;H2401;Claqueur / Claqueuse;Claqueur / Claqueuse
13731;H2401;Cordonnier industriel / Cordonnière industrielle;Cordonnier industriel / Cordonnière industrielle
13806;H2401;Couseur / Couseuse de part en part ou blacke en chaussures;Couseur / Couseuse de part en part ou blacke en chaussures
13807;H2401;Couseur / Couseuse de trépointes;Couseur / Couseuse de trépointes
13808;H2401;Couseur / Couseuse petit point en chaussures;Couseur / Couseuse petit point en chaussures
13814;H2401;Couturier industriel / Couturière industrielle bâches;Couturier industriel / Couturière industrielle bâches
13816;H2401;Couturier industriel / Couturière industrielle stores;Couturier industriel / Couturière industrielle stores
13818;H2401;Couturier industriel / Couturière industrielle voiles;Couturier industriel / Couturière industrielle voiles
15159;H2401;Fraiseur / Fraiseuse cuir;Fraiseur / Fraiseuse cuir
15178;H2401;Gainier industriel / Gainière industrielle;Gainier industriel / Gainière industrielle
15239;H2401;Garnisseur / Garnisseuse en industrie;Garnisseur / Garnisseuse en industrie
16412;H2401;Maroquinier industriel / Maroquinière industrielle;Maroquinier industriel / Maroquinière industrielle
16440;H2401;Mécanicien - assembleur / Mécanicienne - assembleuse en maroquinerie;Mécanicien(ne) - assembleur(se) en maroquinerie
16752;H2401;Monteur / Monteuse à la pointe en chaussures;Monteur / Monteuse à la pointe en chaussures
16759;H2401;Monteur / Monteuse bout en chaussures;Monteur / Monteuse bout en chaussures
16760;H2401;Monteur / Monteuse combiné en chaussures;Monteur / Monteuse combiné en chaussures
16812;H2401;Monteur / Monteuse en chaussures;Monteur / Monteuse en chaussures
16833;H2401;Monteur / Monteuse en maroquinerie - sellerie - bourrellerie;Monteur / Monteuse en maroquinerie - sellerie - bourrellerie
17060;H2401;Opérateur / Opératrice d'assemblage - montage des industries des cuirs, peaux et matériaux associés (hors vêtements);Opérateur(trice) assemblage-montage industrie cuirs peaux
17091;H2401;Opérateur / Opératrice de fabrication en maroquinerie industrielle;Opérateur(trice) de fabrication en maroquinerie industrielle
17379;H2401;Ourleur / Ourleuse cuir;Ourleur / Ourleuse cuir
17421;H2401;Ouvrier / Ouvrière d'assemblage-finissage en chaussures;Ouvrier / Ouvrière d'assemblage-finissage en chaussures
17497;H2401;Ouvrier / Ouvrière en sellerie - garnissage;Ouvrier / Ouvrière en sellerie - garnissage
17796;H2401;Piqueur / Piqueuse en chaussures;Piqueur / Piqueuse en chaussures
17798;H2401;Piqueur / Piqueuse en ganterie;Piqueur / Piqueuse en ganterie
17799;H2401;Piqueur / Piqueuse en maroquinerie;Piqueur / Piqueuse en maroquinerie
17800;H2401;Piqueur / Piqueuse façon sellier;Piqueur / Piqueuse façon sellier
19630;H2401;Talonneur / Talonneuse;Talonneur / Talonneuse
19635;H2401;Tapissier industriel / Tapissière industrielle;Tapissier industriel / Tapissière industrielle
10449;H2402;Agent / Agente de fabrication des industries de l'habillement et autres fabrications à base d'étoffes;Agent(e) de fabrication des industries de l'habillement
11177;H2402;Assembleur-monteur / Assembleuse-monteuse des industries de l'habillement en cuir, peaux et matériaux associés;Assembleur(se)-monteur(se) habill cuir peaux
11582;H2402;Boutonniériste;Boutonniériste
12706;H2402;Colleteur / Colleteuse en industrie de l'habillement;Colleteur / Colleteuse en industrie de l'habillement
13809;H2402;Couseur / Couseuse sur surjeteuse;Couseur / Couseuse sur surjeteuse
13815;H2402;Couturier industriel / Couturière industrielle de l'habillement;Couturier(ère) industriel(le) de l'habillement
13817;H2402;Couturier industriel / Couturière industrielle sur tissu;Couturier industriel / Couturière industrielle sur tissu
14612;H2402;Élastiqueur / Élastiqueuse;Élastiqueur / Élastiqueuse
16500;H2402;Mécanicien / Mécanicienne des industries de l'habillement;Mécanicien / Mécanicienne des industries de l'habillement
16506;H2402;Mécanicien / Mécanicienne en confection;Mécanicien / Mécanicienne en confection
16526;H2402;Mécanicien / Mécanicienne pièce entière en industrie de l'habillement;Mécanicien(ne) pièce entière en industrie de l'habillement
16531;H2402;Mécanicien / Mécanicienne série en industrie de l'habillement;Mécanicien/Mécanicienne série en industrie de l'habillement
17197;H2402;Opérateur / Opératrice en confection;Opérateur / Opératrice en confection
17247;H2402;Opérateur / Opératrice piquage;Opérateur / Opératrice piquage
17287;H2402;Opérateur / Opératrice sur machine à cycle semi-automatique de l'habillement et autres fabrications à base d'étoffes;Opérateur(trice) machine semi-automatique habillement
17306;H2402;Opérateur / Opératrice sur machine plate en industrie de l'habillement et autres fabrications à base d'étoffes;Opérateur(trice) machine plate industrie habillement
17309;H2402;Opérateur / Opératrice sur machine spéciale en industrie de l'habillement et autres fabrications à base d'étoffes;Opérateur(trice) machine spéciale industrie habillement
17345;H2402;Opérateur / Opératrice textile;Opérateur / Opératrice textile
17377;H2402;Ouatineur / Ouatineuse;Ouatineur / Ouatineuse
17380;H2402;Ourleur / Ourleuse ganterie;Ourleur / Ourleuse ganterie
17381;H2402;Ourleur / Ourleuse points invisibles en industrie de l'habillement;Ourleur(se) points invisibles en industrie de l'habillement
17382;H2402;Ourleur / Ourleuse revers en industrie de l'habillement;Ourleur / Ourleuse revers en industrie de l'habillement
17534;H2402;Ouvrier / Ouvrière sur machine à cycle semi-automatique en bonneterie;Ouvrier(ère) machine cycle semi-automatique en bonneterie
17535;H2402;Ouvrier / Ouvrière sur machine spéciale de bonneterie;Ouvrier / Ouvrière sur machine spéciale de bonneterie
17793;H2402;Piqueur / Piqueuse collection;Piqueur / Piqueuse collection
17794;H2402;Piqueur / Piqueuse en bonneterie;Piqueur / Piqueuse en bonneterie
17795;H2402;Piqueur / Piqueuse en broderie sur tissu chaîne et trame;Piqueur / Piqueuse en broderie sur tissu chaîne et trame
17797;H2402;Piqueur / Piqueuse en confection;Piqueur / Piqueuse en confection
17790;H2402;Piqueur brodeur / Piqueuse brodeuse de dentelle sur machine;Piqueur brodeur / Piqueuse brodeuse de dentelle sur machine
17791;H2402;Piqueur brodeur / Piqueuse brodeuse sur machine en articles maille;Piqueur(se) brodeur(se) sur machine en articles maille
17792;H2402;Piqueur brodeur / Piqueuse brodeuse sur machine en ganterie;Piqueur brodeur / Piqueuse brodeuse sur machine en ganterie
18263;H2402;Rabatteur / Rabatteuse canon des industries de l'habillement et autres fabrications à base d'étoffe;Rabatteur(se) canon industries de l'habillement
18504;H2402;Remailleur / Remailleuse en articles chaussants;Remailleur / Remailleuse en articles chaussants
18505;H2402;Remailleur / Remailleuse en articles maille;Remailleur / Remailleuse en articles maille
19579;H2402;Surfileur / Surfileuse;Surfileur / Surfileuse
19581;H2402;Surjeteur / Surjeteuse en articles maille;Surjeteur / Surjeteuse en articles maille
19582;H2402;Surjeteur / Surjeteuse en ganterie;Surjeteur / Surjeteuse en ganterie
19583;H2402;Surjeteur-raseur / Surjeteuse-raseuse;Surjeteur-raseur / Surjeteuse-raseuse
11553;H2403;Bonnetier / Bonnetière sur métier circulaire grand diamètre;Bonnetier / Bonnetière sur métier circulaire grand diamètre
11554;H2403;Bonnetier / Bonnetière sur métier circulaire petit diamètre;Bonnetier / Bonnetière sur métier circulaire petit diamètre
11555;H2403;Bonnetier / Bonnetière sur métier rectiligne;Bonnetier / Bonnetière sur métier rectiligne
11602;H2403;Brodeur / Brodeuse sur machine multitête;Brodeur / Brodeuse sur machine multitête
13016;H2403;Conducteur / Conductrice de machines à tisser;Conducteur / Conductrice de machines à tisser
13017;H2403;Conducteur / Conductrice de machines à tricoter;Conducteur / Conductrice de machines à tricoter
13018;H2403;Conducteur / Conductrice de machines à tufter en industrie textile;Conducteur(trice) de machines à tufter en industrie textile
13027;H2403;Conducteur / Conductrice de machines de fabrication de produits textiles;Conducteur(trice) machines de fabrication produits textiles
13086;H2403;Conducteur / Conductrice de machines de tissage;Conducteur / Conductrice de machines de tissage
13105;H2403;Conducteur / Conductrice de métiers à crochet;Conducteur / Conductrice de métiers à crochet
13106;H2403;Conducteur / Conductrice de métiers à tricoter;Conducteur / Conductrice de métiers à tricoter
15082;H2403;Fileur / Fileuse en broderie;Fileur / Fileuse en broderie
15084;H2403;Fileur / Fileuse sur métiers classiques;Fileur / Fileuse sur métiers classiques
17327;H2403;Opérateur / Opératrice sur métier Jacquard électronique;Opérateur / Opératrice sur métier Jacquard électronique
18267;H2403;Racheliste;Racheliste
19292;H2403;Rubanier / Rubanière;Rubanier / Rubanière
19598;H2403;Surveillant / Surveillante d'installations de production de tissus et étoffes;Surveillant(e) installations de production tissus et étoffes
20344;H2403;Tisserand / Tisserande en industrie textile;Tisserand / Tisserande en industrie textile
20347;H2403;Tisseur / Tisseuse sur machines à tisser;Tisseur / Tisseuse sur machines à tisser
20442;H2403;Tricoteur / Tricoteuse;Tricoteur / Tricoteuse
20469;H2403;Tulliste;Tulliste
20470;H2403;Tulliste en guipure;Tulliste en guipure
11531;H2404;Bobineur assembleur / Bobineuse assembleuse en filature textile;Bobineur(se) assembleur(se) en filature textile
11546;H2404;Bobinier / Bobinière en filature textile;Bobinier / Bobinière en filature textile
11676;H2404;Cardeur / Cardeuse en industrie textile;Cardeur / Cardeuse en industrie textile
12881;H2404;Conducteur / Conductrice de banc d'étirage;Conducteur / Conductrice de banc d'étirage
12906;H2404;Conducteur / Conductrice de cardes fileuses;Conducteur / Conductrice de cardes fileuses
12924;H2404;Conducteur / Conductrice de convertisseurs en industrie textile;Conducteur(trice) de convertisseurs en industrie textile
12928;H2404;Conducteur / Conductrice de craqueuses en industrie textile;Conducteur / Conductrice de craqueuses en industrie textile
12999;H2404;Conducteur / Conductrice de ligne sur machine Open-End;Conducteur / Conductrice de ligne sur machine Open-End
13030;H2404;Conducteur / Conductrice de machine de filature textile;Conducteur / Conductrice de machine de filature textile
13034;H2404;Conducteur / Conductrice de machine de production et transformation des fils;Conducteur(trice) machine de prod transformation des fils
13318;H2404;Conducteur régleur / Conductrice régleuse de machine Open-End;Conducteur régleur/Conductrice régleuse de machine Open-End
14923;H2404;Étirageur-puiseur / Étirageuse-puiseuse de fils;Étirageur-puiseur / Étirageuse-puiseuse de fils
16926;H2404;Moulinier / Moulinière;Moulinier / Moulinière
17115;H2404;Opérateur / Opératrice de machine de production et transformation des fils;Opérateur(trice) machine de prod et transformation des fils
17257;H2404;Opérateur / Opératrice process automatisé sur machine de filature;Opérateur(trice) process automatisé sur machine de filature
17305;H2404;Opérateur / Opératrice sur machine Open-End;Opérateur / Opératrice sur machine Open-End
17437;H2404;Ouvrier / Ouvrière de filature artificielle et synthétique;Ouvrier / Ouvrière de filature artificielle et synthétique
17454;H2404;Ouvrier / Ouvrière de préparation avant filage;Ouvrier / Ouvrière de préparation avant filage
17462;H2404;Ouvrier / Ouvrière de texturation;Ouvrier / Ouvrière de texturation
17481;H2404;Ouvrier / Ouvrière des fausses torsions de fil continu;Ouvrier / Ouvrière des fausses torsions de fil continu
17608;H2404;Peigneur / Peigneuse en industrie textile;Peigneur / Peigneuse en industrie textile
19238;H2404;Retordeur / Retordeuse;Retordeur / Retordeuse
19253;H2404;Réunisseur / Réunisseuse;Réunisseur / Réunisseuse
19443;H2404;Soigneur / Soigneuse de continu à filer;Soigneur / Soigneuse de continu à filer
19444;H2404;Soigneur / Soigneuse de gills en industrie textile;Soigneur / Soigneuse de gills en industrie textile
19446;H2404;Soigneur / Soigneuse de métier Open-End;Soigneur / Soigneuse de métier Open-End
10901;H2405;Aiguilleteur / Aiguilleteuse;Aiguilleteur / Aiguilleteuse
12182;H2405;Chef de ligne aiguilletage;Chef de ligne aiguilletage
12191;H2405;Chef de machine aiguilletage;Chef de machine aiguilletage
12983;H2405;Conducteur / Conductrice de ligne de nappes et thermoformage;Conducteur / Conductrice de ligne de nappes et thermoformage
12986;H2405;Conducteur / Conductrice de ligne de produits non-tissés;Conducteur / Conductrice de ligne de produits non-tissés
13035;H2405;Conducteur / Conductrice de machines de produits non-tissés;Conducteur / Conductrice de machines de produits non-tissés
16951;H2405;Nappeur / Nappeuse en industrie textile;Nappeur / Nappeuse en industrie textile
17201;H2405;Opérateur / Opératrice en fabrication de produits non-tissés;Opérateur / Opératrice en fabrication de produits non-tissés
18774;H2405;Responsable de ligne en fabrication de produits non-tissés;Responsable de ligne en fabrication de produits non-tissés
10873;H2406;Aide-conducteur / Aide-conductrice de machine à teindre en industrie textile;Aide-conducteur(trice) machine à teindre en ind textile
11094;H2406;Apprêteur / Apprêteuse en industrie textile;Apprêteur / Apprêteuse en industrie textile
11651;H2406;Calandreur / Calandreuse en industrie textile;Calandreur / Calandreuse en industrie textile
12273;H2406;Chef de rame textile;Chef de rame textile
12629;H2406;Chloriteur / Chloriteuse en industrie textile;Chloriteur / Chloriteuse en industrie textile
12630;H2406;Chloriteur-laveur / Chloriteuse-laveuse en industrie textile;Chloriteur-laveur / Chloriteuse-laveuse en industrie textile
12867;H2406;Conducteur / Conductrice d'appareils de teinture textile;Conducteur / Conductrice d'appareils de teinture textile
12875;H2406;Conducteur / Conductrice d'autoclave de teinture en industrie textile;Conducteur(trice) d'autoclave de teinture en ind textile
12882;H2406;Conducteur / Conductrice de barque jet ou overflow;Conducteur / Conductrice de barque jet ou overflow
12955;H2406;Conducteur / Conductrice de gratteuse en ennoblissement textile;Conducteur(trice) de gratteuse en ennoblissement textile
12970;H2406;Conducteur / Conductrice de jigger;Conducteur / Conductrice de jigger
12973;H2406;Conducteur / Conductrice de laineuses en ennoblissement textile;Conducteur(trice) de laineuses en ennoblissement textile
12987;H2406;Conducteur / Conductrice de ligne de relaxation en industrie textile;Conducteur(trice) de ligne de relaxation en ind textile
13005;H2406;Conducteur / Conductrice de machines à calandrer en industrie textile;Conducteur(trice) de machines à calandrer en ind textile
13007;H2406;Conducteur / Conductrice de machines à exprimer en industrie textile;Conducteur(trice) de machines à exprimer en ind textile
13008;H2406;Conducteur / Conductrice de machines à flamber en industrie textile;Conducteur(trice) de machines à flamber en industrie textile
13021;H2406;Conducteur / Conductrice de machines d'apprêt textile;Conducteur / Conductrice de machines d'apprêt textile
13022;H2406;Conducteur / Conductrice de machines de blanchiment en industrie textile;Conducteur(trice) de machines de blanchiment en ind textile
13023;H2406;Conducteur / Conductrice de machines de complexage en industrie textile;Conducteur(trice) de machines de complexage en ind textile
13040;H2406;Conducteur / Conductrice de machines de teinture en industrie textile;Conducteur(trice) de machines de teinture en ind textile
13041;H2406;Conducteur / Conductrice de machines de traitement textile;Conducteur / Conductrice de machines de traitement textile
13044;H2406;Conducteur / Conductrice de machines d'enduction en industrie textile;Conducteur(trice) de machines d'enduction en ind textile
13103;H2406;Conducteur / Conductrice de merceriseuses en industrie textile;Conducteur/Conductrice de merceriseuses en industrie textile
13104;H2406;Conducteur / Conductrice de merceriseuses sur tissus;Conducteur / Conductrice de merceriseuses sur tissus
13158;H2406;Conducteur / Conductrice de rame de séchage en industrie textile;Conducteur(trice) de rame de séchage en industrie textile
13175;H2406;Conducteur / Conductrice de séchoirs en industrie textile;Conducteur / Conductrice de séchoirs en industrie textile
13199;H2406;Conducteur / Conductrice de tondeuses en industrie textile;Conducteur / Conductrice de tondeuses en industrie textile
13557;H2406;Contrecolleur / Contrecolleuse en industrie textile;Contrecolleur / Contrecolleuse en industrie textile
14827;H2406;Enducteur / Enductrice en industrie textile;Enducteur / Enductrice en industrie textile
14828;H2406;Enducteur imprégnateur / Enductrice imprégnatrice en industrie textile;Enducteur(trice) imprégnateur(trice) en ind textile
17285;H2406;Opérateur / Opératrice sur ligne d'enduction;Opérateur / Opératrice sur ligne d'enduction
19304;H2406;Sanforiseur / Sanforiseuse en industrie textile;Sanforiseur / Sanforiseuse en industrie textile
20295;H2406;Teinturier / Teinturière en industrie textile;Teinturier / Teinturière en industrie textile
10457;H2407;Agent / Agente de finition cuirs et peaux;Agent / Agente de finition cuirs et peaux
11095;H2407;Apprêteur / Apprêteuse en pelleterie;Apprêteur / Apprêteuse en pelleterie
11727;H2407;Chagrineur / Chagrineuse;Chagrineur / Chagrineuse
12940;H2407;Conducteur / Conductrice de foulons;Conducteur / Conductrice de foulons
13015;H2407;Conducteur / Conductrice de machine à pigmenter;Conducteur / Conductrice de machine à pigmenter
13039;H2407;Conducteur / Conductrice de machine de tannerie-mégisserie;Conducteur / Conductrice de machine de tannerie-mégisserie
13087;H2407;Conducteur / Conductrice de machine de transformation cuirs et peaux;Conducteur(trice) machine de transform cuirs et peaux
13755;H2407;Corroyeur / Corroyeuse en tannerie;Corroyeur / Corroyeuse en tannerie
13923;H2407;Délaineur / Délaineuse;Délaineur / Délaineuse
13985;H2407;Dérayeur / Dérayeuse en tannerie-mégisserie;Dérayeur / Dérayeuse en tannerie-mégisserie
14517;H2407;Doleur meuleur / Doleuse meuleuse;Doleur meuleur / Doleuse meuleuse
14556;H2407;Écharneur / Écharneuse en tannerie-mégisserie;Écharneur / Écharneuse en tannerie-mégisserie
16185;H2407;Liégeur / Liégeuse;Liégeur / Liégeuse
16199;H2407;Lisseur / Lisseuse en tannerie-mégisserie;Lisseur / Lisseuse en tannerie-mégisserie
16667;H2407;Metteur / Metteuse au vent;Metteur / Metteuse au vent
17102;H2407;Opérateur / Opératrice de finition sur lisseuse, presse ou palisson;Opérateur(trice) finition sur lisseuse, presse ou palisson
17220;H2407;Opérateur / Opératrice en tannerie-mégisserie;Opérateur / Opératrice en tannerie-mégisserie
